Order_ID,Order_Date,Origin_Port,Carrier,TPT,Service_Level,Ship_Ahead_Days,Ship_Late_Days,Customer,Product_ID,Plant_Code,Destination_Port,Unit_Quantity,Weight_KG
ORD1431038.7,2024-04-02,PORT07,V001_CARRIER,6,EXW,3,2,CUST_0188,PROD_1701413,PLANT11,PORT09,3064,1347.68
ORD1431039.7,2024-02-22,PORT01,V013_CARRIER,2,CRF,1,1,CUST_0058,PROD_1700214,PLANT10,PORT09,2617,808.66
ORD1431040.7,2022-12-28,PORT08,V009_CARRIER,2,DTD,7,4,CUST_0022,PROD_1700381,PLANT17,PORT09,37917,13803.84
ORD1431041.8,2023-02-25,PORT06,V012_CARRIER,1,EXW,7,1,CUST_0145,PROD_1701657,PLANT13,PORT09,11593,4862.64
ORD1431042.2,2024-05-17,PORT03,V008_CARRIER,8,EXW,4,5,CUST_0176,PROD_1700548,PLANT15,PORT09,16078,1472.67
ORD1431043.4,2024-04-06,PORT07,V013_CARRIER,11,DTP,7,2,CUST_0091,PROD_1701969,PLANT09,PORT09,49446,24106.66
ORD1431044.8,2023-08-07,PORT01,V008_CARRIER,10,EXW,3,1,CUST_0084,PROD_1700749,PLANT07,PORT09,3184,1574.09
ORD1431045.7,2022-03-11,PORT02,V002_CARRIER,13,EXW,3,4,CUST_0032,PROD_1701945,PLANT02,PORT09,6647,3052.96
ORD1431046.6,2024-10-27,PORT05,V015_CARRIER,5,DTD,2,5,CUST_0056,PROD_1700887,PLANT19,PORT09,9928,3194.42
ORD1431047.2,2022-02-03,PORT02,V005_CARRIER,5,EXW,0,2,CUST_0005,PROD_1701300,PLANT03,PORT09,38855,15401.02
ORD1431048.2,2023-10-25,PORT01,V002_CARRIER,13,CRF,6,1,CUST_0048,PROD_1701174,PLANT05,PORT09,44127,18733.78
ORD1431049.3,2023-04-28,PORT05,V003_CARRIER,4,DTD,4,5,CUST_0031,PROD_1701152,PLANT04,PORT09,16197,6002.74
ORD1431050.7,2023-06-22,PORT02,V011_CARRIER,10,DTP,6,3,CUST_0115,PROD_1700829,PLANT20,PORT09,40054,10635.65
ORD1431051.6,2024-06-11,PORT08,V007_CARRIER,8,DTD,5,5,CUST_0032,PROD_1701833,PLANT17,PORT09,48287,12470.24
ORD1431052.2,2022-08-29,PORT05,V008_CARRIER,0,CRF,7,1,CUST_0012,PROD_1700230,PLANT10,PORT09,36533,13882.39
ORD1431053.9,2023-12-30,PORT07,V003_CARRIER,5,DTP,3,1,CUST_0138,PROD_1701302,PLANT11,PORT09,25310,11801.17
ORD1431054.3,2023-12-27,PORT05,V012_CARRIER,1,CRF,2,2,CUST_0093,PROD_1700899,PLANT12,PORT09,43889,2913.29
ORD1431055.9,2022-09-22,PORT02,V007_CARRIER,1,DTD,0,3,CUST_0119,PROD_1700124,PLANT12,PORT09,26877,7091.55
ORD1431056.4,2023-10-02,PORT01,V005_CARRIER,3,DTD,3,2,CUST_0009,PROD_1700120,PLANT05,PORT09,46002,7756.64
ORD1431057.4,2024-07-22,PORT04,V004_CARRIER,13,DTP,0,4,CUST_0073,PROD_1700271,PLANT04,PORT09,48538,2116.32
ORD1431058.5,2024-11-19,PORT05,V011_CARRIER,6,CRF,6,4,CUST_0070,PROD_1701676,PLANT04,PORT09,47029,3967.18
ORD1431059.6,2022-11-07,PORT02,V015_CARRIER,8,DTP,1,0,CUST_0019,PROD_1700758,PLANT03,PORT09,40076,16247.38
ORD1431060.1,2024-04-10,PORT02,V002_CARRIER,12,DTP,4,5,CUST_0013,PROD_1701816,PLANT09,PORT09,8542,86.98
ORD1431061.6,2022-12-02,PORT06,V015_CARRIER,13,CRF,5,2,CUST_0117,PROD_1700612,PLANT13,PORT09,27522,849.74
ORD1431062.6,2024-07-03,PORT04,V013_CARRIER,8,DTD,5,1,CUST_0030,PROD_1700131,PLANT06,PORT09,239,80.21
ORD1431063.2,2023-10-07,PORT06,V003_CARRIER,5,DTP,5,4,CUST_0064,PROD_1700448,PLANT13,PORT09,29854,8432.56
ORD1431064.5,2022-03-13,PORT08,V008_CARRIER,1,EXW,3,1,CUST_0193,PROD_1701113,PLANT17,PORT09,46817,19417.73
ORD1431065.7,2022-05-30,PORT01,V012_CARRIER,13,CRF,1,0,CUST_0054,PROD_1701368,PLANT05,PORT09,19497,7116.64
ORD1431066.8,2024-04-24,PORT02,V008_CARRIER,6,EXW,2,1,CUST_0047,PROD_1700473,PLANT15,PORT09,9633,645.34
ORD1431067.4,2022-12-14,PORT04,V005_CARRIER,12,DTD,1,1,CUST_0153,PROD_1700196,PLANT06,PORT09,19932,1156.19
ORD1431068.3,2022-08-19,PORT06,V006_CARRIER,14,DTD,7,3,CUST_0021,PROD_1701908,PLANT13,PORT09,36051,16568.59
ORD1431069.7,2023-03-08,PORT07,V001_CARRIER,1,CRF,6,3,CUST_0159,PROD_1700389,PLANT11,PORT09,42866,4894.95
ORD1431070.3,2024-11-16,PORT02,V009_CARRIER,4,EXW,6,5,CUST_0183,PROD_1700507,PLANT14,PORT09,37719,1608.98
ORD1431071.7,2023-01-12,PORT02,V009_CARRIER,13,CRF,4,2,CUST_0124,PROD_1700301,PLANT14,PORT09,6226,164.6
ORD1431072.2,2022-07-24,PORT03,V009_CARRIER,4,EXW,6,2,CUST_0022,PROD_1701763,PLANT15,PORT09,41641,14805.88
ORD1431073.3,2022-02-14,PORT04,V004_CARRIER,0,DTP,3,1,CUST_0013,PROD_1700695,PLANT06,PORT09,29306,8006.02
ORD1431074.6,2023-11-09,PORT01,V009_CARRIER,5,CRF,1,3,CUST_0100,PROD_1700178,PLANT07,PORT09,5930,158.15
ORD1431075.4,2022-05-30,PORT06,V006_CARRIER,2,CRF,2,1,CUST_0171,PROD_1700693,PLANT01,PORT09,7277,916.42
ORD1431076.2,2024-11-20,PORT07,V011_CARRIER,12,EXW,3,3,CUST_0143,PROD_1701913,PLANT08,PORT09,31977,5707.68
ORD1431077.2,2024-04-02,PORT04,V003_CARRIER,12,CRF,5,4,CUST_0018,PROD_1701785,PLANT04,PORT09,1988,476.57
ORD1431078.3,2022-01-18,PORT04,V003_CARRIER,1,EXW,5,1,CUST_0033,PROD_1700961,PLANT09,PORT09,36596,4875.08
ORD1431079.6,2024-06-04,PORT06,V003_CARRIER,8,CRF,4,4,CUST_0128,PROD_1700814,PLANT19,PORT09,35061,16431.47
ORD1431080.6,2023-12-10,PORT03,V002_CARRIER,9,CRF,3,5,CUST_0061,PROD_1700674,PLANT15,PORT09,18282,8068.18
ORD1431081.7,2024-03-31,PORT05,V002_CARRIER,11,EXW,6,3,CUST_0013,PROD_1700006,PLANT19,PORT09,45741,5586.89
ORD1431082.8,2023-10-02,PORT07,V009_CARRIER,3,DTP,6,2,CUST_0027,PROD_1701666,PLANT11,PORT09,33772,7497.54
ORD1431083.1,2022-07-23,PORT02,V009_CARRIER,5,DTD,4,5,CUST_0186,PROD_1701060,PLANT01,PORT09,41689,11323.35
ORD1431084.5,2024-10-27,PORT07,V009_CARRIER,2,EXW,6,1,CUST_0120,PROD_1700824,PLANT08,PORT09,41276,8195.11
ORD1431085.9,2023-05-27,PORT03,V002_CARRIER,7,DTP,3,2,CUST_0021,PROD_1700700,PLANT15,PORT09,15708,2572.67
ORD1431086.7,2024-01-18,PORT02,V008_CARRIER,1,DTD,1,3,CUST_0054,PROD_1701430,PLANT03,PORT09,48579,22388.05
ORD1431087.4,2022-03-19,PORT05,V014_CARRIER,7,DTD,1,3,CUST_0171,PROD_1701937,PLANT19,PORT09,18358,4070.36
ORD1431088.4,2022-11-09,PORT07,V005_CARRIER,12,CRF,1,5,CUST_0119,PROD_1700482,PLANT10,PORT09,4122,1990.71
ORD1431089.7,2024-12-20,PORT02,V007_CARRIER,12,DTD,2,1,CUST_0158,PROD_1701619,PLANT14,PORT09,33874,15652.81
ORD1431090.6,2023-12-13,PORT05,V002_CARRIER,2,DTP,2,3,CUST_0100,PROD_1701531,PLANT19,PORT09,29148,2795.68
ORD1431091.3,2024-10-18,PORT04,V009_CARRIER,13,EXW,1,5,CUST_0149,PROD_1701014,PLANT02,PORT09,27714,6068.14
ORD1431092.5,2022-03-08,PORT07,V002_CARRIER,11,DTP,5,3,CUST_0002,PROD_1700866,PLANT16,PORT09,30547,12318.44
ORD1431093.3,2024-07-30,PORT07,V001_CARRIER,11,DTD,1,3,CUST_0078,PROD_1700584,PLANT11,PORT09,25042,4764.91
ORD1431094.9,2024-07-01,PORT06,V006_CARRIER,13,EXW,3,1,CUST_0185,PROD_1701055,PLANT13,PORT09,25542,4608.48
ORD1431095.7,2022-02-25,PORT07,V007_CARRIER,2,CRF,4,0,CUST_0172,PROD_1700330,PLANT10,PORT09,3863,1895.2
ORD1431096.2,2022-04-13,PORT05,V008_CARRIER,7,EXW,4,4,CUST_0083,PROD_1701378,PLANT16,PORT09,30079,4873.36
ORD1431097.7,2024-06-14,PORT02,V015_CARRIER,8,DTP,3,2,CUST_0117,PROD_1701926,PLANT02,PORT09,38542,9424.51
ORD1431098.2,2022-03-30,PORT01,V013_CARRIER,6,CRF,7,3,CUST_0006,PROD_1700708,PLANT05,PORT09,28781,9090.89
ORD1431099.6,2022-07-19,PORT07,V011_CARRIER,13,DTD,6,0,CUST_0123,PROD_1700884,PLANT11,PORT09,39559,19458.43
ORD1431100.6,2024-08-02,PORT07,V011_CARRIER,8,DTD,1,3,CUST_0052,PROD_1700928,PLANT08,PORT09,49165,23006.04
ORD1431101.5,2024-06-15,PORT01,V014_CARRIER,9,EXW,4,4,CUST_0106,PROD_1700261,PLANT05,PORT09,13564,3452.63
ORD1431102.5,2024-12-19,PORT02,V014_CARRIER,13,CRF,6,2,CUST_0175,PROD_1701314,PLANT02,PORT09,2927,754.18
ORD1431103.7,2023-11-26,PORT07,V015_CARRIER,10,CRF,3,0,CUST_0180,PROD_1701400,PLANT11,PORT09,35024,4812.57
ORD1431104.6,2024-05-23,PORT02,V002_CARRIER,12,DTD,6,4,CUST_0155,PROD_1700116,PLANT15,PORT09,29842,1725.66
ORD1431105.8,2024-04-08,PORT02,V001_CARRIER,3,CRF,6,5,CUST_0028,PROD_1700300,PLANT02,PORT09,15472,4744.84
ORD1431106.2,2022-01-05,PORT01,V011_CARRIER,10,DTD,0,1,CUST_0168,PROD_1701171,PLANT05,PORT09,33253,15412.65
ORD1431107.9,2023-05-14,PORT03,V002_CARRIER,13,DTP,0,0,CUST_0022,PROD_1700696,PLANT15,PORT09,23816,7005.01
ORD1431108.4,2024-08-23,PORT04,V003_CARRIER,6,DTP,4,5,CUST_0099,PROD_1701019,PLANT04,PORT09,8556,908.17
ORD1431109.4,2024-03-03,PORT06,V009_CARRIER,10,DTD,7,2,CUST_0199,PROD_1701350,PLANT13,PORT09,48675,4134.98
ORD1431110.2,2022-11-05,PORT02,V008_CARRIER,4,EXW,1,3,CUST_0177,PROD_1700903,PLANT03,PORT09,26393,2018.81
ORD1431111.2,2024-10-23,PORT01,V002_CARRIER,8,DTP,4,4,CUST_0182,PROD_1700231,PLANT05,PORT09,18405,8460.57
ORD1431112.8,2024-05-31,PORT02,V010_CARRIER,4,EXW,0,1,CUST_0172,PROD_1700720,PLANT09,PORT09,36683,5151.06
ORD1431113.4,2024-01-19,PORT04,V005_CARRIER,7,DTP,1,5,CUST_0070,PROD_1700065,PLANT06,PORT09,13098,4398.21
ORD1431114.3,2023-09-29,PORT07,V009_CARRIER,2,EXW,6,4,CUST_0136,PROD_1700044,PLANT09,PORT09,30016,5045.84
ORD1431115.8,2023-10-22,PORT06,V002_CARRIER,6,EXW,5,1,CUST_0040,PROD_1700007,PLANT08,PORT09,3089,1431.32
ORD1431116.1,2022-10-01,PORT05,V004_CARRIER,12,DTP,1,3,CUST_0030,PROD_1700687,PLANT04,PORT09,37366,8185.11
ORD1431117.5,2023-09-03,PORT04,V002_CARRIER,0,DTD,2,4,CUST_0052,PROD_1701655,PLANT02,PORT09,906,236.81
ORD1431118.9,2024-11-08,PORT06,V011_CARRIER,11,DTP,1,0,CUST_0141,PROD_1700276,PLANT19,PORT09,36250,14011.85
ORD1431119.6,2024-08-10,PORT06,V006_CARRIER,13,CRF,5,1,CUST_0145,PROD_1700326,PLANT13,PORT09,40911,3593.62
ORD1431120.9,2022-03-09,PORT02,V009_CARRIER,2,CRF,3,1,CUST_0086,PROD_1701871,PLANT14,PORT09,27451,7033.84
ORD1431121.1,2024-10-29,PORT01,V005_CARRIER,10,EXW,3,5,CUST_0003,PROD_1700603,PLANT07,PORT09,9281,154.09
ORD1431122.2,2024-12-05,PORT01,V005_CARRIER,12,EXW,4,0,CUST_0163,PROD_1701468,PLANT05,PORT09,27130,11323.89
ORD1431123.3,2023-04-02,PORT01,V013_CARRIER,14,DTP,4,4,CUST_0085,PROD_1700551,PLANT05,PORT09,34349,6035.17
ORD1431124.9,2023-01-19,PORT04,V013_CARRIER,12,DTD,0,4,CUST_0098,PROD_1701052,PLANT06,PORT09,24393,1835.78
ORD1431125.4,2024-11-16,PORT05,V008_CARRIER,9,DTP,2,5,CUST_0010,PROD_1700818,PLANT12,PORT09,17955,554.43
ORD1431126.6,2023-11-12,PORT02,V015_CARRIER,9,DTP,7,1,CUST_0009,PROD_1701292,PLANT12,PORT09,3681,1134.21
ORD1431127.3,2023-02-03,PORT01,V015_CARRIER,7,EXW,1,0,CUST_0023,PROD_1701530,PLANT07,PORT09,1520,610.21
ORD1431128.6,2023-07-24,PORT02,V003_CARRIER,9,EXW,2,0,CUST_0020,PROD_1701633,PLANT20,PORT09,26840,8931.49
ORD1431129.5,2023-05-24,PORT02,V008_CARRIER,10,CRF,5,4,CUST_0059,PROD_1701034,PLANT02,PORT09,45319,14583.67
ORD1431130.9,2022-11-25,PORT03,V001_CARRIER,12,DTD,6,3,CUST_0197,PROD_1700265,PLANT15,PORT09,2455,756.1
ORD1431131.7,2023-11-18,PORT07,V012_CARRIER,11,DTP,3,1,CUST_0198,PROD_1701577,PLANT11,PORT09,1130,40.53
ORD1431132.1,2024-06-02,PORT06,V004_CARRIER,2,CRF,5,1,CUST_0093,PROD_1701233,PLANT13,PORT09,44084,14554.38
ORD1431133.6,2022-10-01,PORT02,V001_CARRIER,14,DTD,2,3,CUST_0051,PROD_1700197,PLANT03,PORT09,28565,12568.1
ORD1431134.7,2024-03-13,PORT03,V010_CARRIER,13,CRF,3,0,CUST_0050,PROD_1701081,PLANT15,PORT09,42555,6978.67
ORD1431135.6,2024-09-22,PORT02,V008_CARRIER,14,EXW,3,3,CUST_0150,PROD_1701525,PLANT03,PORT09,15936,103.41
ORD1431136.3,2024-08-13,PORT01,V003_CARRIER,5,DTP,4,0,CUST_0129,PROD_1701101,PLANT07,PORT09,31963,6283.3
ORD1431137.4,2023-12-05,PORT01,V012_CARRIER,5,EXW,0,5,CUST_0002,PROD_1700219,PLANT05,PORT09,22329,10469.45
ORD1431138.5,2024-06-26,PORT06,V006_CARRIER,5,DTP,6,2,CUST_0163,PROD_1700731,PLANT19,PORT09,36727,5960.36
ORD1431139.8,2024-01-02,PORT05,V008_CARRIER,4,EXW,0,5,CUST_0175,PROD_1701914,PLANT20,PORT09,8438,3023.83
ORD1431140.7,2023-08-26,PORT05,V007_CARRIER,10,EXW,0,5,CUST_0106,PROD_1700939,PLANT10,PORT09,20880,6944.6
ORD1431141.9,2023-12-28,PORT04,V010_CARRIER,2,DTD,1,0,CUST_0183,PROD_1700720,PLANT02,PORT09,41546,19470.13
ORD1431142.8,2023-02-18,PORT07,V002_CARRIER,5,DTD,5,4,CUST_0084,PROD_1700436,PLANT16,PORT09,3211,1213.69
ORD1431143.7,2024-09-28,PORT02,V013_CARRIER,7,CRF,0,5,CUST_0194,PROD_1700350,PLANT03,PORT09,35821,357.13
ORD1431144.9,2022-09-11,PORT07,V014_CARRIER,12,EXW,1,0,CUST_0063,PROD_1701587,PLANT19,PORT09,46853,22865.37
ORD1431145.5,2024-12-30,PORT02,V008_CARRIER,8,DTP,0,4,CUST_0123,PROD_1700372,PLANT20,PORT09,8887,1288.17
ORD1431146.6,2024-05-26,PORT02,V001_CARRIER,0,EXW,7,0,CUST_0104,PROD_1701844,PLANT14,PORT09,32354,4029.37
ORD1431147.6,2023-11-24,PORT02,V005_CARRIER,1,CRF,4,1,CUST_0104,PROD_1701346,PLANT09,PORT09,38376,13903.93
ORD1431148.6,2022-07-25,PORT07,V012_CARRIER,12,DTD,2,5,CUST_0066,PROD_1700633,PLANT16,PORT09,29844,6989.03
ORD1431149.4,2022-01-22,PORT06,V003_CARRIER,6,EXW,0,3,CUST_0085,PROD_1701362,PLANT20,PORT09,37288,13233.91
ORD1431150.1,2024-05-18,PORT05,V002_CARRIER,10,EXW,3,0,CUST_0037,PROD_1700956,PLANT12,PORT09,23887,9958.43
ORD1431151.6,2022-09-23,PORT05,V007_CARRIER,0,DTD,1,1,CUST_0026,PROD_1700305,PLANT12,PORT09,23136,1135.03
ORD1431152.1,2023-12-01,PORT07,V014_CARRIER,9,CRF,5,2,CUST_0122,PROD_1701856,PLANT19,PORT09,48129,10851.75
ORD1431153.2,2023-09-11,PORT02,V009_CARRIER,13,EXW,0,1,CUST_0193,PROD_1700759,PLANT03,PORT09,20763,4109.99
ORD1431154.8,2022-05-18,PORT02,V004_CARRIER,8,CRF,6,4,CUST_0097,PROD_1700211,PLANT15,PORT09,25931,2002.49
ORD1431155.3,2022-02-14,PORT01,V012_CARRIER,2,DTP,3,1,CUST_0080,PROD_1701338,PLANT10,PORT09,27702,3825.65
ORD1431156.3,2022-10-06,PORT02,V003_CARRIER,1,EXW,1,5,CUST_0051,PROD_1701959,PLANT14,PORT09,39885,6246.04
ORD1431157.5,2024-03-07,PORT02,V006_CARRIER,11,DTP,2,5,CUST_0195,PROD_1700059,PLANT02,PORT09,16561,2571.44
ORD1431158.4,2024-10-26,PORT04,V008_CARRIER,3,CRF,1,0,CUST_0028,PROD_1701926,PLANT02,PORT09,28988,12826.67
ORD1431159.9,2024-07-26,PORT06,V015_CARRIER,13,EXW,6,0,CUST_0150,PROD_1700728,PLANT08,PORT09,25723,6061.0
ORD1431160.1,2022-09-28,PORT02,V012_CARRIER,8,DTD,7,3,CUST_0160,PROD_1700936,PLANT01,PORT09,9691,2896.96
ORD1431161.2,2022-10-15,PORT02,V013_CARRIER,2,DTD,2,3,CUST_0186,PROD_1700524,PLANT02,PORT09,26879,12398.89
ORD1431162.5,2024-07-21,PORT04,V011_CARRIER,3,CRF,4,4,CUST_0144,PROD_1701858,PLANT06,PORT09,26257,12020.87
ORD1431163.5,2024-07-10,PORT06,V002_CARRIER,3,CRF,4,0,CUST_0001,PROD_1700522,PLANT20,PORT09,37287,15631.25
ORD1431164.7,2023-03-31,PORT02,V014_CARRIER,7,CRF,6,1,CUST_0126,PROD_1701154,PLANT18,PORT09,19966,885.76
ORD1431165.5,2022-04-07,PORT07,V011_CARRIER,2,DTP,3,1,CUST_0043,PROD_1701285,PLANT19,PORT09,12243,4916.71
ORD1431166.5,2024-04-27,PORT04,V007_CARRIER,13,CRF,6,0,CUST_0175,PROD_1701497,PLANT06,PORT09,38670,7886.83
ORD1431167.8,2022-04-07,PORT07,V014_CARRIER,4,DTP,3,5,CUST_0122,PROD_1700980,PLANT19,PORT09,35272,12112.27
ORD1431168.4,2024-10-05,PORT05,V015_CARRIER,6,EXW,6,1,CUST_0070,PROD_1701628,PLANT20,PORT09,29089,7543.37
ORD1431169.7,2023-05-09,PORT01,V010_CARRIER,9,DTD,4,5,CUST_0004,PROD_1700212,PLANT07,PORT09,41718,3440.37
ORD1431170.2,2024-09-19,PORT02,V015_CARRIER,14,DTD,2,5,CUST_0157,PROD_1701514,PLANT20,PORT09,17268,1749.21
ORD1431171.1,2023-06-13,PORT04,V012_CARRIER,12,DTP,7,5,CUST_0071,PROD_1701263,PLANT08,PORT09,17073,3598.29
ORD1431172.1,2023-08-08,PORT06,V008_CARRIER,10,EXW,6,4,CUST_0160,PROD_1700444,PLANT08,PORT09,8064,1857.77
ORD1431173.6,2022-03-18,PORT01,V004_CARRIER,2,DTP,1,4,CUST_0022,PROD_1700002,PLANT07,PORT09,14030,2877.86
ORD1431174.4,2022-09-20,PORT07,V014_CARRIER,0,DTD,3,5,CUST_0188,PROD_1700282,PLANT11,PORT09,37269,5918.55
ORD1431175.6,2024-05-07,PORT03,V011_CARRIER,5,DTP,4,4,CUST_0107,PROD_1700579,PLANT15,PORT09,46067,3563.0
ORD1431176.9,2024-07-15,PORT02,V010_CARRIER,14,EXW,5,5,CUST_0149,PROD_1700779,PLANT01,PORT09,19577,2631.93
ORD1431177.1,2023-01-11,PORT04,V004_CARRIER,4,DTD,7,3,CUST_0138,PROD_1701910,PLANT06,PORT09,18522,765.54
ORD1431178.7,2024-08-29,PORT07,V009_CARRIER,12,DTP,6,3,CUST_0171,PROD_1701241,PLANT09,PORT09,36152,6812.71
ORD1431179.3,2023-08-11,PORT04,V007_CARRIER,10,DTP,5,3,CUST_0166,PROD_1700077,PLANT04,PORT09,9289,2749.59
ORD1431180.1,2022-08-31,PORT01,V004_CARRIER,11,CRF,7,2,CUST_0185,PROD_1701355,PLANT07,PORT09,13073,6079.9
ORD1431181.5,2022-04-01,PORT04,V011_CARRIER,9,DTP,2,1,CUST_0127,PROD_1700267,PLANT02,PORT09,7606,1807.76
ORD1431182.7,2023-05-04,PORT04,V009_CARRIER,12,DTD,0,3,CUST_0163,PROD_1700451,PLANT06,PORT09,48864,13118.52
ORD1431183.5,2024-11-18,PORT02,V010_CARRIER,13,DTP,6,1,CUST_0109,PROD_1701856,PLANT02,PORT09,11836,332.58
ORD1431184.3,2022-04-11,PORT07,V013_CARRIER,9,DTP,3,4,CUST_0019,PROD_1700143,PLANT11,PORT09,38223,811.22
ORD1431185.6,2023-04-29,PORT07,V003_CARRIER,4,CRF,6,1,CUST_0195,PROD_1700855,PLANT09,PORT09,13218,1595.05
ORD1431186.4,2022-05-31,PORT01,V011_CARRIER,14,DTD,7,0,CUST_0040,PROD_1701508,PLANT10,PORT09,39338,6388.9
ORD1431187.9,2022-04-13,PORT02,V011_CARRIER,9,CRF,6,1,CUST_0150,PROD_1700544,PLANT01,PORT09,20975,5749.41
ORD1431188.2,2024-08-17,PORT02,V003_CARRIER,7,CRF,5,2,CUST_0032,PROD_1701004,PLANT04,PORT09,34085,2570.04
ORD1431189.1,2023-01-21,PORT02,V012_CARRIER,9,EXW,7,5,CUST_0026,PROD_1700099,PLANT18,PORT09,1647,187.36
ORD1431190.3,2022-11-15,PORT01,V014_CARRIER,3,DTD,4,3,CUST_0078,PROD_1701916,PLANT05,PORT09,17403,1160.92
ORD1431191.6,2022-11-29,PORT02,V013_CARRIER,9,EXW,6,3,CUST_0019,PROD_1700525,PLANT14,PORT09,48498,8776.19
ORD1431192.8,2023-01-18,PORT01,V007_CARRIER,1,EXW,1,2,CUST_0036,PROD_1700881,PLANT05,PORT09,9269,4464.93
ORD1431193.3,2022-01-07,PORT06,V005_CARRIER,3,DTP,6,5,CUST_0075,PROD_1701664,PLANT20,PORT09,14643,6152.53
ORD1431194.3,2024-08-23,PORT02,V015_CARRIER,1,DTD,3,3,CUST_0198,PROD_1700442,PLANT18,PORT09,42687,3333.84
ORD1431195.2,2023-06-27,PORT02,V012_CARRIER,0,DTD,6,4,CUST_0103,PROD_1701594,PLANT12,PORT09,37055,6350.11
ORD1431196.2,2024-12-09,PORT02,V009_CARRIER,13,CRF,7,2,CUST_0027,PROD_1700421,PLANT03,PORT09,19360,6597.09
ORD1431197.5,2022-06-26,PORT05,V010_CARRIER,2,DTP,3,4,CUST_0012,PROD_1700628,PLANT12,PORT09,17201,592.19
ORD1431198.3,2022-04-05,PORT04,V010_CARRIER,12,DTD,6,1,CUST_0007,PROD_1701778,PLANT08,PORT09,8306,3023.45
ORD1431199.6,2024-03-22,PORT07,V002_CARRIER,13,CRF,2,1,CUST_0196,PROD_1700520,PLANT09,PORT09,48617,17455.82
ORD1431200.1,2023-02-18,PORT05,V015_CARRIER,13,DTD,7,0,CUST_0091,PROD_1700232,PLANT20,PORT09,39760,6126.75
ORD1431201.6,2022-07-25,PORT06,V013_CARRIER,14,EXW,3,2,CUST_0195,PROD_1700649,PLANT13,PORT09,36125,17732.83
ORD1431202.2,2023-03-19,PORT01,V006_CARRIER,2,DTD,5,5,CUST_0171,PROD_1700244,PLANT10,PORT09,43508,4580.32
ORD1431203.7,2023-07-20,PORT04,V012_CARRIER,5,EXW,0,2,CUST_0032,PROD_1700961,PLANT06,PORT09,23121,6987.43
ORD1431204.8,2023-08-31,PORT02,V012_CARRIER,2,DTD,7,4,CUST_0041,PROD_1701485,PLANT15,PORT09,19306,1220.0
ORD1431205.1,2022-08-04,PORT02,V001_CARRIER,1,DTD,7,3,CUST_0143,PROD_1700911,PLANT02,PORT09,12392,4281.48
ORD1431206.7,2024-06-22,PORT08,V013_CARRIER,13,EXW,1,0,CUST_0078,PROD_1701487,PLANT17,PORT09,22886,2310.72
ORD1431207.6,2024-05-06,PORT04,V012_CARRIER,14,EXW,5,3,CUST_0026,PROD_1701021,PLANT04,PORT09,31803,11116.71
ORD1431208.9,2022-01-27,PORT01,V013_CARRIER,9,EXW,7,0,CUST_0068,PROD_1700171,PLANT05,PORT09,9757,328.28
ORD1431209.9,2024-03-03,PORT03,V008_CARRIER,9,EXW,7,2,CUST_0008,PROD_1701561,PLANT15,PORT09,9390,191.28
ORD1431210.3,2024-12-24,PORT05,V007_CARRIER,1,DTP,2,3,CUST_0006,PROD_1701932,PLANT04,PORT09,39314,16247.17
ORD1431211.7,2024-10-06,PORT02,V010_CARRIER,7,DTP,3,4,CUST_0157,PROD_1700825,PLANT15,PORT09,992,70.52
ORD1431212.2,2023-01-28,PORT08,V008_CARRIER,3,DTP,1,5,CUST_0009,PROD_1700459,PLANT17,PORT09,17839,8309.25
ORD1431213.5,2023-05-16,PORT06,V011_CARRIER,10,CRF,1,4,CUST_0022,PROD_1700395,PLANT08,PORT09,11838,1041.09
ORD1431214.8,2023-10-25,PORT04,V009_CARRIER,1,EXW,4,1,CUST_0074,PROD_1700585,PLANT08,PORT09,31972,13338.89
ORD1431215.4,2024-03-12,PORT08,V015_CARRIER,14,DTD,2,3,CUST_0114,PROD_1701001,PLANT17,PORT09,22901,8805.28
ORD1431216.8,2024-01-28,PORT02,V014_CARRIER,14,EXW,3,0,CUST_0063,PROD_1700704,PLANT04,PORT09,12338,1508.22
ORD1431217.8,2023-03-25,PORT05,V004_CARRIER,9,DTD,3,4,CUST_0066,PROD_1701427,PLANT16,PORT09,32312,10165.88
ORD1431218.2,2024-06-13,PORT01,V001_CARRIER,2,DTP,1,0,CUST_0016,PROD_1701953,PLANT18,PORT09,38958,4945.52
ORD1431219.9,2023-01-22,PORT04,V003_CARRIER,7,EXW,1,0,CUST_0121,PROD_1701069,PLANT04,PORT09,26041,10716.75
ORD1431220.5,2023-08-10,PORT04,V010_CARRIER,12,DTD,6,5,CUST_0134,PROD_1700215,PLANT18,PORT09,15441,5701.93
ORD1431221.7,2023-11-25,PORT01,V009_CARRIER,3,DTD,5,4,CUST_0197,PROD_1701319,PLANT18,PORT09,6751,1557.51
ORD1431222.2,2023-11-17,PORT07,V006_CARRIER,4,DTP,5,4,CUST_0072,PROD_1701341,PLANT16,PORT09,175,39.24
ORD1431223.6,2023-07-03,PORT02,V005_CARRIER,11,DTP,1,0,CUST_0012,PROD_1700618,PLANT01,PORT09,33148,12135.31
ORD1431224.1,2022-06-30,PORT04,V010_CARRIER,1,DTP,2,0,CUST_0096,PROD_1700218,PLANT02,PORT09,40050,6818.73
ORD1431225.1,2023-02-01,PORT05,V001_CARRIER,2,DTD,5,3,CUST_0142,PROD_1701963,PLANT16,PORT09,41103,20314.42
