order_id,product_id,date,demand,inventory_level,warehouse_location,aisle_number,picking_time,reorder_point,lead_time_days,unit_price,category,day_of_week,month,is_weekend,rolling_avg_7d,quarter,week_of_year,rolling_avg_30d,demand_lag_1,demand_lag_7,stockout_risk
ORD21938,P029,2024-04-15,73,0,Zone-E,5,6.63,98,3,322.58,Tools,0,4,0,71.86,2,16,69.5,73.0,67.0,1
ORD21939,P029,2024-04-16,65,0,Zone-E,5,13.07,98,3,322.58,Tools,1,4,0,71.86,2,16,69.2,73.0,65.0,1
ORD21940,P029,2024-04-17,68,0,Zone-E,5,13.59,98,3,322.58,Tools,2,4,0,70.57,2,16,69.23,65.0,77.0,1
ORD21941,P029,2024-04-18,75,0,Zone-E,5,9.04,98,3,322.58,Tools,3,4,0,71.0,2,16,69.73,68.0,72.0,1
ORD21942,P029,2024-04-19,59,0,Zone-E,5,12.05,98,3,322.58,Tools,4,4,0,69.71,2,16,69.13,75.0,68.0,1
ORD21943,P029,2024-04-20,88,0,Zone-E,5,14.04,98,3,322.58,Tools,5,4,1,71.57,2,16,69.97,59.0,75.0,1
ORD21944,P029,2024-04-21,80,0,Zone-E,5,6.24,98,3,322.58,Tools,6,4,1,72.57,2,16,70.37,88.0,73.0,1
ORD21945,P029,2024-04-22,65,0,Zone-E,5,5.48,98,3,322.58,Tools,0,4,0,71.43,2,17,70.1,80.0,73.0,1
ORD21946,P029,2024-04-23,58,0,Zone-E,5,14.13,98,3,322.58,Tools,1,4,0,70.43,2,17,69.2,65.0,65.0,1
ORD21947,P029,2024-04-24,68,0,Zone-E,5,7.86,98,3,322.58,Tools,2,4,0,70.43,2,17,69.33,58.0,68.0,1
ORD21948,P029,2024-04-25,67,0,Zone-E,5,7.31,98,3,322.58,Tools,3,4,0,69.29,2,17,69.4,68.0,75.0,1
ORD21949,P029,2024-04-26,62,0,Zone-E,5,3.27,98,3,322.58,Tools,4,4,0,69.71,2,17,69.43,67.0,59.0,1
ORD21950,P029,2024-04-27,85,0,Zone-E,5,14.9,98,3,322.58,Tools,5,4,1,69.29,2,17,70.07,62.0,88.0,1
ORD21951,P029,2024-04-28,73,0,Zone-E,5,13.61,98,3,322.58,Tools,6,4,1,68.29,2,17,70.3,85.0,80.0,1
ORD21952,P029,2024-04-29,61,0,Zone-E,5,5.91,98,3,322.58,Tools,0,4,0,67.71,2,18,70.1,73.0,65.0,1
ORD21953,P029,2024-04-30,64,0,Zone-E,5,13.93,98,3,322.58,Tools,1,4,0,68.57,2,18,69.53,61.0,58.0,1
ORD21954,P029,2024-05-01,68,0,Zone-E,5,10.86,98,3,322.58,Tools,2,5,0,68.57,2,18,69.7,64.0,68.0,1
ORD21955,P029,2024-05-02,65,0,Zone-E,5,11.81,98,3,322.58,Tools,3,5,0,68.29,2,18,69.57,68.0,67.0,1
ORD21956,P029,2024-05-03,67,0,Zone-E,5,15.95,98,3,322.58,Tools,4,5,0,69.0,2,18,69.3,65.0,62.0,1
ORD21957,P029,2024-05-04,73,0,Zone-E,5,8.68,98,3,322.58,Tools,5,5,1,67.29,2,18,69.57,67.0,85.0,1
ORD21958,P029,2024-05-05,86,0,Zone-E,5,4.69,98,3,322.58,Tools,6,5,1,69.14,2,18,70.5,73.0,73.0,1
ORD21959,P029,2024-05-06,66,0,Zone-E,5,9.58,98,3,322.58,Tools,0,5,0,69.86,2,19,70.37,86.0,61.0,1
ORD21960,P029,2024-05-07,68,0,Zone-E,5,11.96,98,3,322.58,Tools,1,5,0,70.43,2,19,70.03,66.0,64.0,1
ORD21961,P029,2024-05-08,62,0,Zone-E,5,14.17,98,3,322.58,Tools,2,5,0,69.57,2,19,69.87,68.0,68.0,1
ORD21962,P029,2024-05-09,66,0,Zone-E,5,14.63,98,3,322.58,Tools,3,5,0,69.71,2,19,69.9,62.0,65.0,1
ORD21963,P029,2024-05-10,61,0,Zone-E,5,8.35,98,3,322.58,Tools,4,5,0,68.86,2,19,69.37,66.0,67.0,1
ORD21964,P029,2024-05-11,81,0,Zone-E,5,12.28,98,3,322.58,Tools,5,5,1,70.0,2,19,69.67,61.0,73.0,1
ORD21965,P029,2024-05-12,77,0,Zone-E,5,15.7,98,3,322.58,Tools,6,5,1,68.71,2,19,69.97,81.0,86.0,1
ORD21966,P029,2024-05-13,61,0,Zone-E,5,9.53,98,3,322.58,Tools,0,5,0,68.0,2,20,69.5,77.0,66.0,1
ORD21967,P029,2024-05-14,67,0,Zone-E,5,6.49,98,3,322.58,Tools,1,5,0,67.86,2,20,69.3,61.0,68.0,1
ORD21968,P029,2024-05-15,64,0,Zone-E,5,8.39,98,3,322.58,Tools,2,5,0,68.14,2,20,69.0,67.0,62.0,1
ORD21969,P029,2024-05-16,66,0,Zone-E,5,14.9,98,3,322.58,Tools,3,5,0,68.14,2,20,69.03,64.0,66.0,1
ORD21970,P029,2024-05-17,67,0,Zone-E,5,7.87,98,3,322.58,Tools,4,5,0,69.0,2,20,69.0,66.0,61.0,1
ORD21971,P029,2024-05-18,72,0,Zone-E,5,15.57,98,3,322.58,Tools,5,5,1,67.71,2,20,68.9,67.0,81.0,1
ORD21972,P029,2024-05-19,70,0,Zone-E,5,10.65,98,3,322.58,Tools,6,5,1,66.71,2,20,69.27,72.0,77.0,1
ORD21973,P029,2024-05-20,61,0,Zone-E,5,15.19,98,3,322.58,Tools,0,5,0,66.71,2,21,68.37,70.0,61.0,1
ORD21974,P029,2024-05-21,63,0,Zone-E,5,13.33,98,3,322.58,Tools,1,5,0,66.14,2,21,67.8,61.0,67.0,1
ORD21975,P029,2024-05-22,64,0,Zone-E,5,12.23,98,3,322.58,Tools,2,5,0,66.14,2,21,67.77,63.0,64.0,1
ORD21976,P029,2024-05-23,58,0,Zone-E,5,14.28,98,3,322.58,Tools,3,5,0,65.0,2,21,67.77,64.0,66.0,1
ORD21977,P029,2024-05-24,60,0,Zone-E,5,9.36,98,3,322.58,Tools,4,5,0,64.0,2,21,67.5,58.0,67.0,1
ORD21978,P029,2024-05-25,75,0,Zone-E,5,8.48,98,3,322.58,Tools,5,5,1,64.43,2,21,67.77,60.0,72.0,1
ORD21979,P029,2024-05-26,78,0,Zone-E,5,15.7,98,3,322.58,Tools,6,5,1,65.57,2,21,68.3,75.0,70.0,1
ORD21980,P029,2024-05-27,64,0,Zone-E,5,8.39,98,3,322.58,Tools,0,5,0,66.0,2,22,67.6,78.0,61.0,1
ORD21981,P029,2024-05-28,59,0,Zone-E,5,4.73,98,3,322.58,Tools,1,5,0,65.43,2,22,67.13,64.0,63.0,1
ORD21982,P029,2024-05-29,59,0,Zone-E,5,5.74,98,3,322.58,Tools,2,5,0,64.71,2,22,67.07,59.0,64.0,1
ORD21983,P029,2024-05-30,58,0,Zone-E,5,13.82,98,3,322.58,Tools,3,5,0,64.71,2,22,66.87,59.0,58.0,1
ORD21984,P029,2024-05-31,65,0,Zone-E,5,7.3,98,3,322.58,Tools,4,5,0,65.43,2,22,66.77,58.0,60.0,1
ORD21985,P029,2024-06-01,67,0,Zone-E,5,12.54,98,3,322.58,Tools,5,6,1,64.29,2,22,66.83,65.0,75.0,1
ORD21986,P029,2024-06-02,79,0,Zone-E,5,13.81,98,3,322.58,Tools,6,6,1,64.43,2,22,67.23,67.0,78.0,1
ORD21987,P029,2024-06-03,70,0,Zone-E,5,4.33,98,3,322.58,Tools,0,6,0,65.29,2,23,67.13,79.0,64.0,1
ORD21988,P029,2024-06-04,59,0,Zone-E,5,11.57,98,3,322.58,Tools,1,6,0,65.29,2,23,66.23,70.0,59.0,1
ORD21989,P029,2024-06-05,54,0,Zone-E,5,3.35,98,3,322.58,Tools,2,6,0,64.57,2,23,65.83,59.0,59.0,1
ORD21990,P029,2024-06-06,63,0,Zone-E,5,9.25,98,3,322.58,Tools,3,6,0,65.29,2,23,65.67,54.0,58.0,1
ORD21991,P029,2024-06-07,64,0,Zone-E,5,12.69,98,3,322.58,Tools,4,6,0,65.14,2,23,65.73,63.0,65.0,1
ORD21992,P029,2024-06-08,70,0,Zone-E,5,11.01,98,3,322.58,Tools,5,6,1,65.57,2,23,65.87,64.0,67.0,1
ORD21993,P029,2024-06-09,72,0,Zone-E,5,4.32,98,3,322.58,Tools,6,6,1,64.57,2,23,66.23,70.0,79.0,1
ORD21994,P029,2024-06-10,60,0,Zone-E,5,9.61,98,3,322.58,Tools,0,6,0,63.14,2,24,65.53,72.0,70.0,1
ORD21995,P029,2024-06-11,61,0,Zone-E,5,7.49,98,3,322.58,Tools,1,6,0,63.43,2,24,65.0,60.0,59.0,1
ORD21996,P029,2024-06-12,66,0,Zone-E,5,12.96,98,3,322.58,Tools,2,6,0,65.14,2,24,65.17,61.0,54.0,1
ORD21997,P029,2024-06-13,64,0,Zone-E,5,15.91,98,3,322.58,Tools,3,6,0,65.29,2,24,65.07,66.0,63.0,1
ORD21998,P029,2024-06-14,62,0,Zone-E,5,10.86,98,3,322.58,Tools,4,6,0,65.0,2,24,65.0,64.0,64.0,1
ORD21999,P029,2024-06-15,73,0,Zone-E,5,12.84,98,3,322.58,Tools,5,6,1,65.43,2,24,65.23,62.0,70.0,1
ORD22000,P029,2024-06-16,87,0,Zone-E,5,15.37,98,3,322.58,Tools,6,6,1,67.57,2,24,65.9,73.0,72.0,1
ORD22001,P029,2024-06-17,76,0,Zone-E,5,13.07,98,3,322.58,Tools,0,6,0,69.86,2,25,66.03,87.0,60.0,1
ORD22002,P029,2024-06-18,68,0,Zone-E,5,15.94,98,3,322.58,Tools,1,6,0,70.86,2,25,65.97,76.0,61.0,1
ORD22003,P029,2024-06-19,61,0,Zone-E,5,4.19,98,3,322.58,Tools,2,6,0,70.14,2,25,65.97,68.0,66.0,1
ORD22004,P029,2024-06-20,56,0,Zone-E,5,14.74,98,3,322.58,Tools,3,6,0,69.0,2,25,65.73,61.0,64.0,1
ORD22005,P029,2024-06-21,61,0,Zone-E,5,12.61,98,3,322.58,Tools,4,6,0,68.86,2,25,65.63,56.0,62.0,1
ORD22006,P029,2024-06-22,63,0,Zone-E,5,3.75,98,3,322.58,Tools,5,6,1,67.43,2,25,65.8,61.0,73.0,1
ORD22007,P029,2024-06-23,65,0,Zone-E,5,9.46,98,3,322.58,Tools,6,6,1,64.29,2,25,65.97,63.0,87.0,1
ORD22008,P029,2024-06-24,49,0,Zone-E,5,3.35,98,3,322.58,Tools,0,6,0,60.43,2,26,65.1,65.0,76.0,1
ORD22009,P029,2024-06-25,61,0,Zone-E,5,7.21,98,3,322.58,Tools,1,6,0,59.43,2,26,64.53,49.0,68.0,1
ORD22010,P029,2024-06-26,55,0,Zone-E,5,12.04,98,3,322.58,Tools,2,6,0,58.57,2,26,64.23,61.0,61.0,1
ORD22011,P029,2024-06-27,61,0,Zone-E,5,11.17,98,3,322.58,Tools,3,6,0,59.29,2,26,64.3,55.0,56.0,1
ORD22012,P029,2024-06-28,61,0,Zone-E,5,5.87,98,3,322.58,Tools,4,6,0,59.29,2,26,64.37,61.0,61.0,1
ORD22013,P029,2024-06-29,64,0,Zone-E,5,3.83,98,3,322.58,Tools,5,6,1,59.43,2,26,64.57,61.0,63.0,1
ORD22014,P029,2024-06-30,70,0,Zone-E,5,14.65,98,3,322.58,Tools,6,6,1,60.14,2,26,64.73,64.0,65.0,1
ORD22015,P029,2024-07-01,49,0,Zone-E,5,5.92,98,3,322.58,Tools,0,7,0,60.14,3,27,64.13,70.0,49.0,1
ORD22016,P029,2024-07-02,59,0,Zone-E,5,10.58,98,3,322.58,Tools,1,7,0,59.86,3,27,63.47,49.0,61.0,1
ORD22017,P029,2024-07-03,63,0,Zone-E,5,11.4,98,3,322.58,Tools,2,7,0,61.0,3,27,63.23,59.0,55.0,1
ORD22018,P029,2024-07-04,59,0,Zone-E,5,14.14,98,3,322.58,Tools,3,7,0,60.71,3,27,63.23,63.0,61.0,1
ORD22019,P029,2024-07-05,61,0,Zone-E,5,14.98,98,3,322.58,Tools,4,7,0,60.71,3,27,63.47,59.0,61.0,1
ORD22020,P029,2024-07-06,58,0,Zone-E,5,7.13,98,3,322.58,Tools,5,7,1,59.86,3,27,63.3,61.0,64.0,1
ORD22021,P029,2024-07-07,74,0,Zone-E,5,9.51,98,3,322.58,Tools,6,7,1,60.43,3,27,63.63,58.0,70.0,1
ORD22022,P029,2024-07-08,58,0,Zone-E,5,9.39,98,3,322.58,Tools,0,7,0,61.71,3,28,63.23,74.0,49.0,1
ORD22023,P029,2024-07-09,58,0,Zone-E,5,15.87,98,3,322.58,Tools,1,7,0,61.57,3,28,62.77,58.0,59.0,1
ORD22024,P029,2024-07-10,58,0,Zone-E,5,6.42,98,3,322.58,Tools,2,7,0,60.86,3,28,62.7,58.0,63.0,1
ORD22025,P029,2024-07-11,52,0,Zone-E,5,10.26,98,3,322.58,Tools,3,7,0,59.86,3,28,62.4,58.0,59.0,1
ORD22026,P029,2024-07-12,53,0,Zone-E,5,10.29,98,3,322.58,Tools,4,7,0,58.71,3,28,61.97,52.0,61.0,1
ORD22027,P029,2024-07-13,77,0,Zone-E,5,16.42,98,3,322.58,Tools,5,7,1,61.43,3,28,62.4,53.0,58.0,1
ORD22028,P029,2024-07-14,57,0,Zone-E,5,12.75,98,3,322.58,Tools,6,7,1,59.0,3,28,62.23,77.0,74.0,1
ORD22029,P029,2024-07-15,53,0,Zone-E,5,8.29,98,3,322.58,Tools,0,7,0,58.29,3,29,61.57,57.0,58.0,1
ORD22030,P029,2024-07-16,47,0,Zone-E,5,5.71,98,3,322.58,Tools,1,7,0,56.71,3,29,60.23,53.0,58.0,1
ORD22031,P029,2024-07-17,58,0,Zone-E,5,4.14,98,3,322.58,Tools,2,7,0,56.71,3,29,59.63,47.0,58.0,1
ORD22032,P029,2024-07-18,55,0,Zone-E,5,8.14,98,3,322.58,Tools,3,7,0,57.14,3,29,59.2,58.0,52.0,1
ORD22033,P029,2024-07-19,60,0,Zone-E,5,7.91,98,3,322.58,Tools,4,7,0,58.14,3,29,59.17,55.0,53.0,1
ORD22034,P029,2024-07-20,63,0,Zone-E,5,6.34,98,3,322.58,Tools,5,7,1,56.14,3,29,59.4,60.0,77.0,1
ORD22035,P029,2024-07-21,74,0,Zone-E,5,11.6,98,3,322.58,Tools,6,7,1,58.57,3,29,59.83,63.0,57.0,1
ORD22036,P029,2024-07-22,53,0,Zone-E,5,13.38,98,3,322.58,Tools,0,7,0,58.57,3,30,59.5,74.0,53.0,1
ORD22037,P029,2024-07-23,53,0,Zone-E,5,12.91,98,3,322.58,Tools,1,7,0,59.43,3,30,59.1,53.0,47.0,1
ORD22038,P029,2024-07-24,49,0,Zone-E,5,4.2,98,3,322.58,Tools,2,7,0,58.14,3,30,59.1,53.0,58.0,1
ORD22039,P029,2024-07-25,54,0,Zone-E,5,4.64,98,3,322.58,Tools,3,7,0,58.0,3,30,58.87,49.0,55.0,1
ORD22040,P029,2024-07-26,64,0,Zone-E,5,14.09,98,3,322.58,Tools,4,7,0,58.57,3,30,59.17,54.0,60.0,1
ORD22041,P029,2024-07-27,62,0,Zone-E,5,7.05,98,3,322.58,Tools,5,7,1,58.43,3,30,59.2,64.0,63.0,1
ORD22042,P029,2024-07-28,55,0,Zone-E,5,10.42,98,3,322.58,Tools,6,7,1,55.71,3,30,59.0,62.0,74.0,1
ORD22043,P029,2024-07-29,55,0,Zone-E,5,8.24,98,3,322.58,Tools,0,7,0,56.0,3,31,58.7,55.0,53.0,1
ORD22044,P029,2024-07-30,45,0,Zone-E,5,7.3,98,3,322.58,Tools,1,7,0,54.86,3,31,57.87,55.0,53.0,1
ORD22045,P029,2024-07-31,50,0,Zone-E,5,12.91,98,3,322.58,Tools,2,7,0,55.0,3,31,57.9,45.0,49.0,1
ORD22046,P029,2024-08-01,54,0,Zone-E,5,11.2,98,3,322.58,Tools,3,8,0,55.0,3,31,57.73,50.0,54.0,1
ORD22047,P029,2024-08-02,50,0,Zone-E,5,13.3,98,3,322.58,Tools,4,8,0,53.0,3,31,57.3,54.0,64.0,1
ORD22048,P029,2024-08-03,50,0,Zone-E,5,16.44,98,3,322.58,Tools,5,8,1,51.29,3,31,57.0,50.0,62.0,1
ORD22049,P029,2024-08-04,60,0,Zone-E,5,3.02,98,3,322.58,Tools,6,8,1,52.0,3,31,56.97,50.0,55.0,1
ORD22050,P029,2024-08-05,53,0,Zone-E,5,3.77,98,3,322.58,Tools,0,8,0,51.71,3,32,56.8,60.0,55.0,1
ORD22051,P029,2024-08-06,56,0,Zone-E,5,13.78,98,3,322.58,Tools,1,8,0,53.29,3,32,56.2,53.0,45.0,1
ORD22052,P029,2024-08-07,56,0,Zone-E,5,14.78,98,3,322.58,Tools,2,8,0,54.14,3,32,56.13,56.0,50.0,1
ORD22053,P029,2024-08-08,48,0,Zone-E,5,12.54,98,3,322.58,Tools,3,8,0,53.29,3,32,55.8,56.0,54.0,1
ORD22054,P029,2024-08-09,54,0,Zone-E,5,12.99,98,3,322.58,Tools,4,8,0,53.86,3,32,55.67,48.0,50.0,1
ORD22055,P029,2024-08-10,58,0,Zone-E,5,12.1,98,3,322.58,Tools,5,8,1,55.0,3,32,55.87,54.0,50.0,1
ORD22056,P029,2024-08-11,59,0,Zone-E,5,13.62,98,3,322.58,Tools,6,8,1,54.86,3,32,56.07,58.0,60.0,1
ORD22057,P029,2024-08-12,48,0,Zone-E,5,13.37,98,3,322.58,Tools,0,8,0,54.14,3,33,55.1,59.0,53.0,1
ORD22058,P029,2024-08-13,49,0,Zone-E,5,8.57,98,3,322.58,Tools,1,8,0,53.14,3,33,54.83,48.0,56.0,1
ORD22059,P029,2024-08-14,46,0,Zone-E,5,4.84,98,3,322.58,Tools,2,8,0,51.71,3,33,54.6,49.0,56.0,1
ORD22060,P029,2024-08-15,53,0,Zone-E,5,14.79,98,3,322.58,Tools,3,8,0,52.43,3,33,54.8,46.0,48.0,1
ORD22061,P029,2024-08-16,54,0,Zone-E,5,11.45,98,3,322.58,Tools,4,8,0,52.43,3,33,54.67,53.0,54.0,1
ORD22062,P029,2024-08-17,69,0,Zone-E,5,16.47,98,3,322.58,Tools,5,8,1,54.0,3,33,55.13,54.0,58.0,1
ORD22063,P029,2024-08-18,58,0,Zone-E,5,4.49,98,3,322.58,Tools,6,8,1,53.86,3,33,55.07,69.0,59.0,1
ORD22064,P029,2024-08-19,61,0,Zone-E,5,8.4,98,3,322.58,Tools,0,8,0,55.71,3,34,55.0,58.0,48.0,1
ORD22065,P029,2024-08-20,53,0,Zone-E,5,9.5,98,3,322.58,Tools,1,8,0,56.29,3,34,54.3,61.0,49.0,1
ORD22066,P029,2024-08-21,45,0,Zone-E,5,7.98,98,3,322.58,Tools,2,8,0,56.14,3,34,54.03,53.0,46.0,1
ORD22067,P029,2024-08-22,56,0,Zone-E,5,8.03,98,3,322.58,Tools,3,8,0,56.57,3,34,54.13,45.0,53.0,1
ORD22068,P029,2024-08-23,55,0,Zone-E,5,13.77,98,3,322.58,Tools,4,8,0,56.71,3,34,54.33,56.0,54.0,1
ORD22069,P029,2024-08-24,55,0,Zone-E,5,8.63,98,3,322.58,Tools,5,8,1,54.71,3,34,54.37,55.0,69.0,1
ORD22070,P029,2024-08-25,58,0,Zone-E,5,5.92,98,3,322.58,Tools,6,8,1,54.71,3,34,54.17,55.0,58.0,1
ORD22071,P029,2024-08-26,59,0,Zone-E,5,4.16,98,3,322.58,Tools,0,8,0,54.43,3,35,54.07,58.0,61.0,1
ORD22072,P029,2024-08-27,49,0,Zone-E,5,10.1,98,3,322.58,Tools,1,8,0,53.86,3,35,53.87,59.0,53.0,1
ORD22073,P029,2024-08-28,44,0,Zone-E,5,10.68,98,3,322.58,Tools,2,8,0,53.71,3,35,53.5,49.0,45.0,1
ORD22074,P029,2024-08-29,40,0,Zone-E,5,5.84,98,3,322.58,Tools,3,8,0,51.43,3,35,53.33,44.0,56.0,1
ORD22075,P029,2024-08-30,51,0,Zone-E,5,10.81,98,3,322.58,Tools,4,8,0,50.86,3,35,53.37,40.0,55.0,1
ORD22076,P029,2024-08-31,59,0,Zone-E,5,5.79,98,3,322.58,Tools,5,8,1,51.43,3,35,53.53,51.0,55.0,1
ORD22077,P029,2024-09-01,52,0,Zone-E,5,3.39,98,3,322.58,Tools,6,9,1,50.57,3,35,53.6,59.0,58.0,1
ORD22078,P029,2024-09-02,55,0,Zone-E,5,4.66,98,3,322.58,Tools,0,9,0,50.0,3,36,53.77,52.0,59.0,1
ORD22079,P029,2024-09-03,46,0,Zone-E,5,8.37,98,3,322.58,Tools,1,9,0,49.57,3,36,53.3,55.0,49.0,1
ORD22080,P029,2024-09-04,47,0,Zone-E,5,12.34,98,3,322.58,Tools,2,9,0,50.0,3,36,53.1,46.0,44.0,1
ORD22081,P029,2024-09-05,55,0,Zone-E,5,5.6,98,3,322.58,Tools,3,9,0,52.14,3,36,53.07,47.0,40.0,1
ORD22082,P029,2024-09-06,48,0,Zone-E,5,3.8,98,3,322.58,Tools,4,9,0,51.71,3,36,52.8,55.0,51.0,1
ORD22083,P029,2024-09-07,51,0,Zone-E,5,3.48,98,3,322.58,Tools,5,9,1,50.57,3,36,52.9,48.0,59.0,1
ORD22084,P029,2024-09-08,59,0,Zone-E,5,13.82,98,3,322.58,Tools,6,9,1,51.57,3,36,53.07,51.0,52.0,1
ORD22085,P029,2024-09-09,49,0,Zone-E,5,7.12,98,3,322.58,Tools,0,9,0,50.71,3,37,52.77,59.0,55.0,1
ORD22086,P029,2024-09-10,46,0,Zone-E,5,7.79,98,3,322.58,Tools,1,9,0,50.71,3,37,52.33,49.0,46.0,1
ORD22087,P029,2024-09-11,54,0,Zone-E,5,6.52,98,3,322.58,Tools,2,9,0,51.71,3,37,52.53,46.0,47.0,1
ORD22088,P029,2024-09-12,46,0,Zone-E,5,3.93,98,3,322.58,Tools,3,9,0,50.43,3,37,52.43,54.0,55.0,1
ORD22089,P029,2024-09-13,49,0,Zone-E,5,9.26,98,3,322.58,Tools,4,9,0,50.57,3,37,52.53,46.0,48.0,1
ORD22090,P029,2024-09-14,54,0,Zone-E,5,8.34,98,3,322.58,Tools,5,9,1,51.0,3,37,52.57,49.0,51.0,1
ORD22091,P029,2024-09-15,62,0,Zone-E,5,5.84,98,3,322.58,Tools,6,9,1,51.43,3,37,52.83,54.0,59.0,1
ORD22092,P029,2024-09-16,47,0,Zone-E,5,11.43,98,3,322.58,Tools,0,9,0,51.14,3,38,52.1,62.0,49.0,1
ORD22093,P029,2024-09-17,53,0,Zone-E,5,12.4,98,3,322.58,Tools,1,9,0,52.14,3,38,51.93,47.0,46.0,1
ORD22094,P029,2024-09-18,50,0,Zone-E,5,7.57,98,3,322.58,Tools,2,9,0,51.57,3,38,51.57,53.0,54.0,1
ORD22095,P029,2024-09-19,51,0,Zone-E,5,5.57,98,3,322.58,Tools,3,9,0,52.29,3,38,51.5,50.0,46.0,1
ORD22096,P029,2024-09-20,37,0,Zone-E,5,10.19,98,3,322.58,Tools,4,9,0,50.57,3,38,51.23,51.0,49.0,1
ORD22097,P029,2024-09-21,55,0,Zone-E,5,6.93,98,3,322.58,Tools,5,9,1,50.71,3,38,51.2,37.0,54.0,1
ORD22098,P029,2024-09-22,44,0,Zone-E,5,4.64,98,3,322.58,Tools,6,9,1,48.14,3,38,50.83,55.0,62.0,1
ORD22099,P029,2024-09-23,51,0,Zone-E,5,5.37,98,3,322.58,Tools,0,9,0,48.71,3,39,50.7,44.0,47.0,1
ORD22100,P029,2024-09-24,50,0,Zone-E,5,9.09,98,3,322.58,Tools,1,9,0,48.29,3,39,50.43,51.0,53.0,1
ORD22101,P029,2024-09-25,47,0,Zone-E,5,5.89,98,3,322.58,Tools,2,9,0,47.86,3,39,50.03,50.0,50.0,1
ORD22102,P029,2024-09-26,48,0,Zone-E,5,13.7,98,3,322.58,Tools,3,9,0,47.43,3,39,50.0,47.0,51.0,1
ORD22103,P029,2024-09-27,35,0,Zone-E,5,10.72,98,3,322.58,Tools,4,9,0,47.14,3,39,49.7,48.0,37.0,1
ORD22104,P029,2024-09-28,49,0,Zone-E,5,8.61,98,3,322.58,Tools,5,9,1,46.29,3,39,50.0,35.0,55.0,1
ORD22105,P029,2024-09-29,65,0,Zone-E,5,9.28,98,3,322.58,Tools,6,9,1,49.29,3,39,50.47,49.0,44.0,1
ORD22106,P029,2024-09-30,54,0,Zone-E,5,5.75,98,3,322.58,Tools,0,9,0,49.71,3,40,50.3,65.0,51.0,1
ORD22107,P029,2024-10-01,46,0,Zone-E,5,15.01,98,3,322.58,Tools,1,10,0,49.14,4,40,50.1,54.0,50.0,1
ORD22108,P029,2024-10-02,38,0,Zone-E,5,10.2,98,3,322.58,Tools,2,10,0,47.86,4,40,49.53,46.0,47.0,1
ORD22109,P029,2024-10-03,58,0,Zone-E,5,6.68,98,3,322.58,Tools,3,10,0,49.29,4,40,49.93,38.0,48.0,1
ORD22110,P029,2024-10-04,54,0,Zone-E,5,6.98,98,3,322.58,Tools,4,10,0,52.0,4,40,50.17,58.0,35.0,1
ORD22111,P029,2024-10-05,54,0,Zone-E,5,15.99,98,3,322.58,Tools,5,10,1,52.71,4,40,50.13,54.0,49.0,1
ORD22112,P029,2024-10-06,59,0,Zone-E,5,12.36,98,3,322.58,Tools,6,10,1,51.86,4,40,50.5,54.0,65.0,1
ORD22113,P029,2024-10-07,42,0,Zone-E,5,4.43,98,3,322.58,Tools,0,10,0,50.14,4,41,50.2,59.0,54.0,1
ORD22114,P029,2024-10-08,46,0,Zone-E,5,15.17,98,3,322.58,Tools,1,10,0,50.14,4,41,49.77,42.0,46.0,1
ORD22115,P029,2024-10-09,47,0,Zone-E,5,13.72,98,3,322.58,Tools,2,10,0,51.43,4,41,49.7,46.0,38.0,1
ORD22116,P029,2024-10-10,45,0,Zone-E,5,6.07,98,3,322.58,Tools,3,10,0,49.57,4,41,49.67,47.0,58.0,1
ORD22117,P029,2024-10-11,51,0,Zone-E,5,7.73,98,3,322.58,Tools,4,10,0,49.14,4,41,49.57,45.0,54.0,1
ORD22118,P029,2024-10-12,51,0,Zone-E,5,9.0,98,3,322.58,Tools,5,10,1,48.71,4,41,49.73,51.0,54.0,1
ORD22119,P029,2024-10-13,58,0,Zone-E,5,11.99,98,3,322.58,Tools,6,10,1,48.57,4,41,50.03,51.0,59.0,1
ORD22120,P029,2024-10-14,48,0,Zone-E,5,15.34,98,3,322.58,Tools,0,10,0,49.43,4,42,49.83,58.0,42.0,1
ORD22121,P029,2024-10-15,48,0,Zone-E,5,13.98,98,3,322.58,Tools,1,10,0,49.71,4,42,49.37,48.0,46.0,1
ORD22122,P029,2024-10-16,47,0,Zone-E,5,14.49,98,3,322.58,Tools,2,10,0,49.71,4,42,49.37,48.0,47.0,1
ORD22123,P029,2024-10-17,47,0,Zone-E,5,9.09,98,3,322.58,Tools,3,10,0,50.0,4,42,49.17,47.0,45.0,1
ORD22124,P029,2024-10-18,44,0,Zone-E,5,3.28,98,3,322.58,Tools,4,10,0,49.0,4,42,48.97,47.0,51.0,1
ORD22125,P029,2024-10-19,52,0,Zone-E,5,3.76,98,3,322.58,Tools,5,10,1,49.14,4,42,49.0,44.0,51.0,1
ORD22126,P029,2024-10-20,60,0,Zone-E,5,12.67,98,3,322.58,Tools,6,10,1,49.43,4,42,49.77,52.0,58.0,1
ORD22127,P029,2024-10-21,51,0,Zone-E,5,10.97,98,3,322.58,Tools,0,10,0,49.86,4,43,49.63,60.0,48.0,1
ORD22128,P029,2024-10-22,53,0,Zone-E,5,3.03,98,3,322.58,Tools,1,10,0,50.57,4,43,49.93,51.0,48.0,1
ORD22129,P029,2024-10-23,60,0,Zone-E,5,16.37,98,3,322.58,Tools,2,10,0,52.43,4,43,50.23,53.0,47.0,1
